2025-08-11 14:47:29;PM2100;581001;usr=Operador
2025-08-11 14:47:29;PM2100;581002;usr=Operador
2025-08-11 14:47:41;PM2200;582001;usr=Operador
2025-08-11 14:47:50;PM700;587001;usr=Operador
2025-08-11 14:47:50;PM700;587002;usr=Operador
2025-08-11 15:01:46;PM2100;581001;usr=Operador
2025-08-11 15:01:46;PM2100;581002;usr=Operador
2025-08-11 15:01:49;PM2100;581003;usr=Operador
2025-08-11 15:01:49;PM2100;581004;usr=Operador
2025-08-11 15:01:49;PM2100;581005;usr=Operador
2025-08-11 15:01:49;PM2100;581006;usr=Operador
2025-08-11 15:01:49;PM2100;581007;usr=Operador
2025-08-11 15:01:49;PM2100;581008;usr=Operador
2025-08-11 15:01:49;PM2100;581009;usr=Operador
2025-08-11 15:01:49;PM2100;581010;usr=Operador
2025-08-11 15:01:49;PM2100;581011;usr=Operador
2025-08-11 15:01:49;PM2100;581012;usr=Operador
2025-08-11 15:01:58;PM2200;582013;usr=Operador
2025-08-11 15:01:58;PM2200;582014;usr=Operador
2025-08-11 15:01:58;PM2200;582015;usr=Operador
2025-08-11 15:01:58;PM2200;582016;usr=Operador
2025-08-11 15:01:58;PM2200;582017;usr=Operador
2025-08-11 15:01:58;PM2200;582018;usr=Operador
2025-08-11 15:01:58;PM2200;582019;usr=Operador
2025-08-11 15:01:58;PM2200;582020;usr=Operador
2025-08-11 15:01:58;PM2200;582021;usr=Operador
2025-08-11 15:01:58;PM2200;582022;usr=Operador
2025-08-11 15:02:05;PM700;587023;usr=Operador
2025-08-11 15:02:05;PM700;587024;usr=Operador
2025-08-11 15:02:05;PM700;587025;usr=Operador
2025-08-11 15:02:05;PM700;587026;usr=Operador
2025-08-11 15:02:05;PM700;587027;usr=Operador
2025-08-11 15:02:05;PM700;587028;usr=Operador
2025-08-11 15:02:22;PM2200;582029;usr=Operador
2025-08-11 15:02:22;PM2200;582030;usr=Operador
2025-08-11 15:02:22;PM2200;582031;usr=Operador
2025-08-11 15:02:22;PM2200;582032;usr=Operador
2025-08-11 15:02:22;PM2200;582033;usr=Operador
2025-08-11 15:02:37;PM700;587034;usr=Operador
2025-08-11 15:02:37;PM700;587035;usr=Operador
2025-08-11 16:32:11;PM2100;581036;usr=Operador
2025-08-11 16:32:16;PM2100;581037;usr=Operador
2025-08-11 16:32:21;PM2100;581038;usr=Operador
2025-08-11 17:04:10;PM2100;581039;usr=Operador
2025-08-11 17:06:42;PM2100;581040;usr=Operador
2025-08-11 17:14:02;PM2100;581041;usr=Operador
2025-08-11 17:14:02;PM2100;581042;usr=Operador
2025-08-11 17:14:02;PM2100;581043;usr=Operador
2025-08-11 17:14:02;PM2100;581044;usr=Operador
2025-08-11 17:14:02;PM2100;581045;usr=Operador
2025-08-11 17:14:02;PM2100;581046;usr=Operador
2025-08-11 17:14:02;PM2100;581047;usr=Operador
