2026-01-06 14:55:23;PM2100;611201;usr=Operador
2026-01-06 14:55:23;PM2100;611202;usr=Operador
2026-01-06 14:55:25;PM2100;611203;usr=Operador
2026-01-06 14:55:41;PM2100;611204;usr=Operador
2026-01-06 14:55:41;PM2100;611205;usr=Operador
2026-01-06 14:55:41;PM2100;611206;usr=Operador
2026-01-06 14:55:41;PM2100;611207;usr=Operador
2026-01-06 14:55:41;PM2100;611208;usr=Operador
2026-01-06 14:55:41;PM2100;611209;usr=Operador
2026-01-06 14:55:41;PM2100;611210;usr=Operador
2026-01-06 14:55:41;PM2100;611211;usr=Operador
2026-01-06 14:55:41;PM2100;611212;usr=Operador
2026-01-06 14:55:41;PM2100;611213;usr=Operador
2026-01-06 14:55:41;PM2100;611214;usr=Operador
2026-01-06 14:55:41;PM2100;611215;usr=Operador
2026-01-06 14:55:41;PM2100;611216;usr=Operador
2026-01-06 14:57:32;PM2100;611217;usr=Operador
2026-01-06 14:57:32;PM2100;611218;usr=Operador
2026-01-06 14:57:32;PM2100;611219;usr=Operador
2026-01-06 15:03:38;PM2100;611220;usr=Operador
2026-01-06 15:03:38;PM2100;611221;usr=Operador
2026-01-06 15:03:38;PM2100;611222;usr=Operador
2026-01-06 15:03:38;PM2100;611223;usr=Operador
2026-01-06 15:03:38;PM2100;611224;usr=Operador
2026-01-06 15:03:38;PM2100;611225;usr=Operador
2026-01-06 15:03:38;PM2100;611226;usr=Operador
2026-01-06 15:03:38;PM2100;611227;usr=Operador
2026-01-06 15:03:38;PM2100;611228;usr=Operador
2026-01-06 15:03:38;PM2100;611229;usr=Operador
2026-01-06 15:04:30;PM2100;611230;usr=Operador
2026-01-06 15:04:30;PM2100;611231;usr=Operador
2026-01-06 15:04:30;PM2100;611232;usr=Operador
2026-01-06 15:04:30;PM2100;611233;usr=Operador
2026-01-06 15:04:30;PM2100;611234;usr=Operador
2026-01-06 15:04:30;PM2100;611235;usr=Operador
2026-01-06 15:04:30;PM2100;611236;usr=Operador
